CompanyName,MarketCap,EmployeesTotalAmount
TIANJIN RINGPU BIO-TECHNOLOGY,1.746,NAN
STOCK YARDS BANCORP,1.748,NAN
"MONTROSE ENVIRONMENTAL GROUP, INC.",1.747,2500
COFCO MEAT HOLDINGS,1.746,NAN
ALLIANCE RESOURCE PARTNERS,1.753,1862
"HIGHPEAK ENERGY, INC.",1.753,NAN
FARADAY FUTURE INTELLIGENT ELECTRIC INC.,1.739,NAN
DOCEBO,1.743,NAN
"UCLOUD TECHNOLOGY CO., LTD.",1.740,NAN
LENDINGTREE,1.736,1425
SLEEP NUMBER CORPORATION,1.744,5515
PING IDENTITY HOLDING,1.743,1247
LOJAS AMERICANAS,1.736,NAN
KOKUYO,1.743,6961
REALORD GROUP HOLDINGS,1.737,NAN
NISHI-NIPPON RAILROAD,1.739,4666
PREMIER INVESTMENT CORPORATION,1.741,4216
VETOQUINOL SA,1.744,NAN
TS TECH,1.738,15960
CANGZHOU MINGZHU PLASTIC,1.742,NAN
"XINJIANG JOINWORLD CO.,LTD.",1.736,NAN
SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO. LTD,1.736,NAN
CITIC GUOAN INFORMATION INDUSTRY,1.738,NAN
TUNG HO STEEL ENTERPRISE CORPORATION,1.737,NAN
ZHEJIANG NARADA POWER SOURCE,1.741,NAN
STARHUB LTD,1.737,2016
ANHUI EXPRESSWAY COMPANY,1.744,NAN
OCTOPUS TITAN VCT,1.738,NAN
TELIX PHARMACEUTICALS,1.735,NAN
LONG YUAN CONSTRUCTION GROUP,1.738,NAN
BEAR ELECTRIC APPLIANCE,1.740,NAN
NORTHERN OIL AND GAS,1.743,NAN
KEDA GROUP,1.735,NAN
TIANJIN SONGJIANG,1.743,NAN
CAMPING WORLD HOLDINGS,1.731,13084
TOEI COMPANY,1.729,769
LOTTE CORPORATION,1.731,NAN
VOYAGER DIGITAL (CANADA),1.727,NAN
PETKIM PETROKIMYA HOLDING A.S.,1.727,NAN
SHANDONG JINCHENG PHARMACEUTICAL GROUP CO. LTD,1.725,NAN
MITSUBISHI ESTATE LOGISTICS REIT INVESTMENT CORPORATION,1.733,NAN
ASSECO POLAND,1.733,NAN
CONVERGE TECHNOLOGY SOLUTIONS,1.727,NAN
FARGLORY LAND DEVELOPMENT,1.734,NAN
STANDARD FOODS CORPORATION,1.730,NAN
TERNA ENERGY SOCIETE ANONYME COMMERCIAL TECHNICAL COMPANY,1.728,NAN
HACHIJUNI BANK,1.725,3713
LECTRA SA,1.730,NAN
YOUNGONE CORPORATION,1.731,NAN
"SHENZHEN HYMSON LASER INTELLIGENT EQUIPMENTS CO.,LTD.",1.731,NAN
CHURCHILL CAPITAL CORP II,NAN,NAN
HONGLI ZHIHUI GROUP,1.729,NAN
CINDA REAL ESTATE,1.734,NAN
SHANDONG YISHENG LIVESTOCK & POULTRY BREEDING,1.725,NAN
ANDLAUER HEALTHCARE GROUP,1.729,2000
ASAHI INDIA GLASS,1.730,NAN
LONCIN MOTOR,1.725,NAN
JINYUAN EP,1.734,NAN
EDITAS MEDICINE,1.720,264
CARSGEN THERAPEUTICS HOLDINGS LIMITED,1.720,NAN
PLATZER FASTIGHETER HOLDING AB (PUBL),1.720,NAN
NANOFILM TECHNOLOGIES INTERNATIONAL LIMITED,1.718,1400
REGIONAL S. A. B. DE C. V,1.720,NAN
AMC NETWORKS,1.716,2026
INFOMART CORPORATION,1.715,462
SHANXI LANHUA SCI-TECH VENTURE,1.717,NAN
TESSENDERLO GROUP NV,1.716,4800
MYR GROUP,1.721,5500
GOLDENMAX INTERNATIONAL TECHNOLOGY,1.723,NAN
BYTES TECHNOLOGY GROUP PLC,1.720,NAN
IBF FINANCIAL HOLDINGS,1.720,NAN
TRIANGLE TYRE CO. LTD,1.721,NAN
ZHEJIANG RUNTU,1.718,NAN
BEIJING WATER BUSINESS DOCTOR,1.722,NAN
AKER CARBON CAPTURE ASA,1.716,NAN
SHENZHEN AGRICULTURAL PRODUCTS GROUP,1.715,NAN
ZHEJIANG GUYUELONGSHAN SHAOXING WINE,1.716,NAN
DR.PENG TELECOM&MEDIA GROUP,1.715,NAN
MEGA OR HOLDINGS LTD,1.721,NAN
HORNBACH BAUMARKT AG,1.721,NAN
FIRST BANCORP,1.722,3075
MARUWA,1.722,NAN
GUANGDONG GREAT RIVER SMARTER LOGISTICS,1.715,NAN
HYBIO PHARMACEUTICAL,1.723,NAN
VERICEL CORPORATION,1.708,281
BRINKER INTERNATIONAL,1.713,59491
CELLDEX THERAPEUTICS,1.706,134
UPONOR OYJ,1.710,NAN
FILA HOLDINGS CORPORATION,1.709,NAN
ISTAR,1.712,144
RESORTTRUST,1.708,7937
"TINAVI MEDICAL TECHNOLOGIES CO., LTD.",1.707,NAN
J. B. CHEMICALS & PHARMACEUTICALS,1.709,4291
ARIAKE JAPAN,1.708,976
CREDIT SAISON,1.707,3239
JAMES HALSTEAD,1.707,NAN
JIH SUN FINANCIAL HOLDING,1.714,NAN
PT BANK CIMB NIAGA TBK,1.706,12372
EATON VANCE TAX-ADVANTAGED GLOBAL DIVIDEND INCOME FUND,1.710,NAN
OUTOTEC OYJ,NAN,NAN
RADIANT OPTO-ELECTRONICS CORPORATION,1.709,NAN
GALAXY DIGITAL HOLDINGS,1.714,NAN
CMR SURGICAL,NAN,NAN
FIGURE TECHNOLOGIES,NAN,312
FIRSTCRY,NAN,NAN
HEADSPIN,NAN,211
MONZO,NAN,NAN
RAPYD,NAN,NAN
SMARTNEWS,NAN,NAN
EATON VANCE TAX-MANAGED BUY-WRITE OPPORTUNITIES FUND,1.714,NAN
CASETEK HOLDINGS,NAN,NAN
SHANDONG HI-SPEED ROAD&BRIDGE,1.709,NAN
CHINA PUBLISHING & MEDIA HOLDINGS,1.714,NAN
BEIJING SL PHARMACEUTICAL,1.713,NAN
HUAYI BROTHERS MEDIA CORPORATION,1.713,NAN
F.I.B.I. HOLDINGS LTD,1.713,NAN
BUFAB AB (PUBL),1.708,NAN
"JILIN CHEMICAL FIBRE STOCK CO.,LTD",1.712,NAN
SPAR NORD BANK A/S,1.712,NAN
SUZHOU ANJIE TECHNOLOGY,1.707,NAN
HANGZHOU SHUNWANG TECHNOLOGY,1.712,NAN
FOOSUNG,1.711,NAN
OLYMPIC CIRCUIT TECHNOLOGY,1.710,NAN
JOHNS LYNG GROUP,1.714,NAN
VECTOR GROUP,1.695,500
METRO BRANDS LIMITED,1.704,NAN
BASF INDIA,1.703,1502
REVENIO GROUP OYJ,1.703,NAN
"SAWAI GROUP HOLDINGS CO., LTD.",1.698,NAN
"CHINA NONFERROUS METAL INDUSTRY'S FOREIGN ENGINEERING AND CONSTRUCTION CO.,LTD.",1.703,NAN
NIPPON KAYAKU,1.697,5752
CONTOURGLOBAL,1.700,NAN
RATHBONE BROTHERS,1.701,NAN
CENTRAL BANK OF INDIA,1.701,33481
ATOSS SOFTWARE AG,1.702,NAN
PT PABRIK KERTAS TJIWI KIMIA TBK,1.700,6500
JACK SEWING MACHINE,1.697,NAN
ENERGIEDIENST HOLDING AG,1.700,NAN
"TRAVERE THERAPEUTICS, INC.",1.704,310
ANHUI GOLDEN SEED WINERY,1.701,NAN
KUNSHAN KINGLAI HYGIENIC MATERIALS,1.699,NAN
"BEIJING FUNSHINE CULTURE MEDIA CO., LTD.",1.697,NAN
TP ICAP,1.688,NAN
AES TIETE ENERGIA,NAN,NAN
"REVOLUTION MEDICINES, INC.",1.690,188
VESUVIUS,1.691,10809
GRENKE AG,1.686,1675
LA SOCIETE INDUSTRIELLE ET FINANCIERE DE L'ARTOIS,1.694,NAN
BGC PARTNERS,1.693,3920
FBL FINANCIAL GROUP,NAN,1751
JIAYUAN INTERNATIONAL GROUP,1.687,6163
FIBRA DANHOS,1.691,NAN
TRI-CONTINENTAL CORPORATION,1.693,NAN
ZHEJIANG TIANTIE INDUSTRY,1.686,NAN
FIRSTSOURCE SOLUTIONS,1.692,NAN
GLOBAL NET LEASE,1.692,10
BASLER,1.685,NAN
SHANGHAI SMI HOLDING CO. LTD,1.685,NAN
AKKA TECHNOLOGIES SE,1.690,NAN
KKR ACQUISITION HOLDINGS I CORP.,1.689,NAN
CHURCHILL CAPITAL CORP VII,1.689,NAN
WUXI RURAL COMMERCIAL BANK,1.689,NAN
JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK,1.694,NAN
EPISTAR CORPORATION,NAN,NAN
DIGITAL CHINA GROUP,1.687,NAN
TELECOM EGYPT COMPANY,NAN,NAN
COMINAR REAL ESTATE INVESTMENT TRUST,1.688,NAN
DRILLING COMPANY OF 1972 A/S,1.689,NAN
JILIN YATAI (GROUP),1.685,NAN
SHANGHAI CHLOR-ALKALI CHEMICAL,1.689,NAN
ISROTEL,1.694,NAN
CORNERSTONE STRATEGIC VALUE FUND,1.689,NAN
BEIJING ORIENTAL JICHENG,1.693,NAN
SKYWORTH GROUP,1.686,NAN
IOOF HOLDINGS LTD,1.683,NAN
J D WETHERSPOON,1.681,NAN
ITOHAM YONEKYU HOLDINGS,1.683,8327
BLIVEX ENERGY TECHNOLOGY,1.677,NAN
BAPCOR,1.682,NAN
VGI PUBLIC COMPANY,1.675,NAN
BBGI GLOBAL INFRASTRUCTURE S.A.,1.678,NAN
BROOKFIELD ASSET MANAGEMENT REINSURANCE PARTNERS LTD.,1.677,NAN
ELAN MICROELECTRONICS CORPORATION,1.684,NAN
ADVANCED TECHNOLOGY & MATERIALS,1.680,NAN
CHINA WEST CONSTRUCTION GROUP CO. LTD,1.675,NAN
AMAG AUSTRIA METALL AG,1.679,NAN
DEUTSCHE PFANDBRIEFBANK AG,1.683,NAN
TAIYO HOLDINGS,1.676,NAN
USA COMPRESSION PARTNERS LP,1.682,879
CLINIGEN GROUP,1.677,NAN
DONGFANG ELECTRONICS,1.677,NAN
"AGORA, INC.",1.669,NAN
"PENGXIN INTERNATIONAL MINING CO.,LTD",1.668,NAN
COMPANHIADE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,1.672,NAN
IRESS,1.674,NAN
NOVOROSSIYSK COMMERCIAL SEA PORT,1.670,NAN
BILIA AB (PUBL),1.673,NAN
STRATEC SE,1.667,NAN
"DREAM FINDERS HOMES, INC.",1.667,354
HYUNDAI MARINE & FIRE INSURANCE,1.665,NAN
CANOO INC.,1.671,NAN
DONGGUAN DEVELOPMENT (HOLDINGS),1.668,NAN
SHENZHEN INFOGEM TECHNOLOGIES,1.670,NAN
BITAUTO HOLDINGS,NAN,NAN
"NANYA NEW MATERIAL TECHNOLOGY CO.,LTD",1.668,NAN
OCEANWIDE HOLDINGS,1.669,NAN
SANRIO COMPANY,1.674,NAN
CRAYON GROUP HOLDING ASA,1.674,NAN
GOPRO,1.666,766
DEPPON LOGISTICS,1.674,NAN
BLUE PRISM GROUP,1.667,NAN
HOME CONSORTIUM LIMITED,1.667,NAN
FATTAL HOLDINGS (1998) LTD,1.670,NAN
NCAB GROUP AB (PUBL),1.674,NAN
QINGDAO TIANNENG HEAVY INDUSTRIES,1.673,NAN
CG POWER AND INDUSTRIAL SOLUTIONS,1.674,NAN
VTEX,1.664,NAN
ALPHAWAVE IP GROUP PLC,1.657,NAN
HUYA,1.661,NAN
TRUSTPILOT GROUP PLC,1.658,NAN
PROTAGONIST THERAPEUTICS,1.664,118
REPAY HOLDINGS CORPORATION,1.657,552
MIRAIT HOLDINGS CORPORATION,1.660,12580
AMANO CORPORATION,1.655,5123
CORTICEIRA AMORIM S.G.P.S,1.657,NAN
DOUBLELINE INCOME SOLUTIONS FUND,1.664,NAN
TIANGONG INTERNATIONAL COMPANY LIMITED,1.657,NAN
CODEXIS,1.661,261
LISI,1.663,NAN
KYUSHU FINANCIAL GROUP,1.660,4733
TOKYU REIT,1.656,NAN
CENTRAL EUROPEAN MEDIA ENTERPRISES,NAN,NAN
COSMO ENERGY HOLDINGS,1.657,6846
THOMSON MEDICAL GROUP,1.658,NAN
LIBERTY HOLDINGS,1.656,NAN
LINTEC CORPORATION,1.664,4948
ELDORADO GOLD CORPORATION,1.657,NAN
PIPER JAFFRAY COMPANIES,NAN,1665
RADWARE LTD.,1.657,NAN
BEIJING URBAN CONSTRUCTION INVESTMENT & DEVELOPMENT,1.662,NAN
E.W. SCRIPPS COMPANY,1.660,5600
XINJIANG XINTAI NATURAL GAS,1.658,NAN
RORZE CORPORATION,1.657,6323
DBG TECHNOLOGY,1.663,NAN
MAIRE TECNIMONT,1.661,NAN
ZHUZHOU TIMES NEW MATERIAL TECHNOLOGY,1.664,NAN
CLIENT SERVICE INTERNATIONAL,1.656,NAN
SALCEF GROUP S.P.A.,1.659,NAN
TELECOM PLUS,1.655,NAN
YANKER SHOP FOOD,1.662,NAN
"SINENG ELECTRIC CO.,LTD.",1.648,NAN
HYZON MOTORS INC.,1.654,200
STEICO SE,1.645,NAN
NAKANISHI,1.647,1835
TERVEYSTALO OYJ,1.646,NAN
NIBC HOLDING,NAN,711
HEIWA CORPORATION,1.654,106
INDUSTRIAL LOGISTICS PROPERTIES TRUST,1.651,NAN
BALTIC CLASSIFIEDS GROUP PLC,1.646,NAN
CECONOMY AG,1.651,NAN
RUSSEL METALS,1.651,NAN
PT ACE HARDWARE INDONESIA TBK,1.654,17872
NEXTERS INC.,1.651,NAN
DETERRA ROYALTIES LIMITED,1.654,NAN
EDIFIER TECHNOLOGY,1.654,NAN
CLARKSON,1.647,NAN
OXFORD INDUSTRIES,1.653,4700
INTER CARS S.A.,1.650,NAN
HENAN DAYOU ENERGY CO. LTD,1.645,NAN
SUPERMARKET INCOME REIT,1.647,NAN
TELKOM SA SOC,1.653,NAN
DELPHI TECHNOLOGIES,NAN,NAN
ZHEJIANG HUANGMA TECHNOLOGY,1.648,NAN
SPECTRUM ASA,1.646,NAN
JAPAN MATERIAL,1.648,NAN
BANK FUR TIROL UND VORARLBERG AG,NAN,NAN
PIEDMONT LITHIUM,1.646,NAN
JAWS MUSTANG ACQUISITION CORP,NAN,NAN
BANK OF TIANJIN,1.642,NAN
FOSUN TOURISM GROUP,1.642,NAN
LIONTRUST ASSET MANAGEMENT,1.636,NAN
CREDO TECHNOLOGY GROUP HOLDING LTD,NAN,NAN
KOLON INDUSTRIES,1.643,NAN
IP GROUP,1.642,NAN
SUVEN PHARMACEUTICALS LIMITED,1.637,NAN
AVI,1.636,NAN
UNITED BANK OF INDIA,NAN,NAN
JUSHRI TECHNOLOGIES,1.644,NAN
KING'S TOWN BANK,1.644,NAN
EVENT HOSPITALITY & ENTERTAINMENT,1.641,NAN
OSI SYSTEMS,1.637,6778
PT BANK DANAMON INDONESIA TBK,1.642,28059
MITANI CORPORATION,1.640,2222
HORACE MANN EDUCATORS CORPORATION,1.641,1450
IYO BANK,1.637,3147
STARK CORPORATION PUBLIC COMPANY,1.641,NAN
KINEPOLIS GROUP NV,1.643,NAN
BEIJING THUNISOFT,1.637,NAN
ATRIUM EUROPEAN REAL ESTATE,1.636,NAN
ANHUI XINHUA MEDIA,1.640,NAN
FIRST BUSEY CORPORATION,1.638,1531
FIRST COMMONWEALTH FINANCIAL CORPORATION,1.637,1471
INGLES MARKETS,1.644,26000
OUTSOURCING,1.627,86020
MEDPLUS HEALTH SERVICES LIMITED,1.627,NAN
CHINA KINGS RESOURCES GROUP,1.630,NAN
PICK N PAY STORES,1.631,NAN
DOHOME PUBLIC COMPANY LIMITED,1.633,NAN
"BIO-THERA SOLUTIONS, LTD.",1.632,NAN
AMREST HOLDINGS SE,1.632,NAN
MORINAGA & COMPANY,1.626,6300
MARUWA UNYU KIKAN,1.630,3031
GIMV NV,1.632,NAN
SAPPI,1.630,NAN
CHERKIZOVO GROUP,1.626,NAN
HINDUSTAN COPPER,1.630,NAN
SHANGHAI SHYNDEC PHARMACEUTICAL,1.633,NAN
ASTEC INDUSTRIES,1.628,4041
BLACKROCK SCIENCE AND TECHNOLOGY TRUST,1.632,NAN
UNION BANK OF TAIWAN,1.634,NAN
JIANGSU ANKURA SMART TRANSMISSION ENGINEERING TECHNOLOGY CO.LTD,1.628,NAN
CHANGJIANG & JINGGONG STEEL BUILDING (GROUP) CO. LTD,1.634,NAN
KING SLIDE WORKS,1.625,NAN
CENTRAL CHINA LAND MEDIA,1.626,NAN
DELEK GROUP,1.629,NAN
COL DIGITAL PUBLISHING GROUP,1.630,NAN
DYNAVAX TECHNOLOGIES CORPORATION,1.622,311
BIOTAGE AB,1.616,NAN
CASTROL INDIA,1.618,720
"SUN COUNTRY AIRLINES HOLDINGS, INC.",1.618,1699
MORI TRUST SOGO REIT,1.617,NAN
"ZHEJIANG HAILIDE NEW MATERIAL CO.,LTD",1.617,NAN
QUESS CORP,1.620,384132
SHANGHAI INDUSTRIAL HOLDINGS,1.617,NAN
FINANCIERE MONCEY SA,1.620,NAN
E.L.F. BEAUTY,1.617,267
CAPITOL FEDERAL FINANCIAL,1.622,NAN
TAIWAN SECOM,1.620,NAN
PT PAKUWON JATI TBK,1.618,2901
JIANGXI WANNIANQING CEMENT,1.621,NAN
TTM TECHNOLOGIES,1.620,16100
SHENZHEN SUNNYPOL OPTOELECTRONICS,1.617,NAN
QINGDAO HIRON COMMERCIAL COLD CHAIN,1.622,NAN
AES ANDES S.A.,1.616,NAN
JIAJIAYUE GROUP,1.619,NAN
SHENYANG XINGQI PHARMACEUTICAL,1.617,NAN
"SHANGHAI QIFAN CABLE CO., LTD",1.623,NAN
PT INDO TAMBANGRAYA MEGAH TBK,1.624,NAN
TALKWEB INFORMATION SYSTEM,1.619,NAN
FIH MOBILE,1.622,NAN
FUJIAN AONONG BIOLOGICAL TECHNOLOGY GROUP INCORPORATION,1.623,NAN
SHANDONG LIPENG,1.620,NAN
"BLEND LABS, INC.",1.614,1689
HESKA CORPORATION,1.611,655
YIEH PHUI ENTERPRISE,1.608,NAN
BUDIMEX SA,1.605,NAN
SUNWARD INTELLIGENT EQUIPMENT,1.606,NAN
MILBON,1.606,NAN
DAIDO STEEL,1.610,13436
M/I HOMES,1.609,1657
LUYE PHARMA GROUP,1.612,NAN
SUZHOU GOOD-ARK ELECTRONICS,1.608,NAN
FLOW TRADERS,1.608,519
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,1.614,NAN
DATANG HUAYIN ELECTRIC POWER CO. LTD,1.608,NAN
NH HOTEL GROUP,1.611,NAN
YANLORD LAND GROUP,1.609,NAN
HMT (XIAMEN) NEW TECHNICAL MATERIALS CO. LTD,1.611,NAN
SHENG SIONG GROUP LTD,1.608,NAN
EVENTBRITE,1.606,707
RUIDA FUTURES,1.609,NAN
AVANOS MEDICAL,1.606,4555
FITIPOWER INTEGRATED TECHNOLOGY,1.608,NAN
MEDARTIS HOLDING AG,1.606,NAN
FUJIMI,1.613,NAN
IVERIC BIO,1.605,94
RAMIRENT OYJ,NAN,NAN
BICO GROUP AB (PUBL),1.597,NAN
"MICROVAST HOLDINGS, INC.",1.604,NAN
SERVICE PROPERTIES TRUST,1.601,NAN
ZIGNAGO VETRO,1.600,NAN
DAIICHIKOSHO,1.604,9025
PRUKSA HOLDING PUBLIC COMPANY,NAN,NAN
IFAST CORPORATION,1.604,NAN
ACM RESEARCH,1.600,877
GRUPA KETY S.A.,1.600,NAN
NIPPON GAS,1.599,1478
ASPEN INSURANCE HOLDINGS,1.602,NAN
RAI WAY,1.601,NAN
VALIANT HOLDING AG,1.603,NAN
MELIA HOTELS INTERNATIONAL,1.601,NAN
LOTTE FINE CHEMICAL,1.604,NAN
FORTERRA INC,1.601,NAN
WESTAMERICA BANCORPORATION,1.600,640
FOSHAN GAS GROUP,1.598,NAN
GUIZHOU BAILING GROUP PHARMACEUTICAL,1.597,NAN
MESA LABORATORIES,1.596,347
CORONADO GLOBAL RESOURCES INC.,1.600,1492
KRYSTAL BIOTECH,1.599,119
TKD SCIENCE AND TECHNOLOGY,1.597,NAN
SMART GLOBAL HOLDINGS,1.595,3926
WUXI BOTON TECHNOLOGY,1.596,NAN
RETAILORS LTD,1.598,NAN
YPF SOCIEDAD ANONIMA,1.585,21000
CUE HEALTH INC.,1.588,NAN
KAISER ALUMINUM CORPORATION,1.589,3957
PENTA-OCEAN CONSTRUCTION,1.594,NAN
ITEQ CORPORATION,1.585,NAN
NICHIAS CORPORATION,1.594,6036
PT METROPOLITAN KENTJANA TBK,NAN,NAN
UNIVERSAL ENTERTAINMENT CORPORATION,1.587,7866
COMMUNITY HEALTH SYSTEMS,1.591,66000
YOUDAO,1.587,NAN
HKBN,1.587,3133
LA-Z-BOY,1.585,11500
ZHONGFU INFORMATION,1.592,NAN
SLC AGRICOLA,1.585,NAN
KEC INTERNATIONAL,1.590,9328
UNILUMIN GROUP,1.593,NAN
SJVN,1.587,NAN
WESCO AIRCRAFT HOLDINGS,NAN,NAN
ZHEJIANG YASHA DECORATION,1.590,NAN
BURCKHARDT COMPRESSION HOLDING AG,1.585,NAN
H&E EQUIPMENT SERVICES,1.591,2157
BANDWIDTH,1.578,1100
"ALKAMI TECHNOLOGY, INC.",1.582,667
MYT NETHERLANDS PARENT B.V.,1.584,NAN
PENDAL GROUP,1.575,NAN
"ASTRA SPACE, INC.",1.583,324
HANGZHOU LIANLUO INTERACTIVE INFORMATION TECHNOLOGY,1.580,NAN
1-800-FLOWERS.COM,1.579,4800
ARES ACQUISITION CORP,NAN,NAN
BALAJI AMINES,1.576,NAN
OSG CORPORATION,1.579,7236
JTOWER,1.579,111
MITSUI MINING & SMELTING,1.575,12197
LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA,1.578,NAN
AVAYA HOLDINGS,1.581,8063
CORPORATIVO FRAGUA,1.584,NAN
SHANGHAI DAZHONG PUBLIC UTILITIES(GROUP),1.583,NAN
SANKYO,1.577,15348
TAG COLONIA-IMMOBILIEN AG,1.579,NAN
SACYR,1.575,NAN
NOBLE CORPORATION,1.582,NAN
KIATNAKIN BANK PUBLIC COMPANY,1.584,NAN
SUPERNUS PHARMACEUTICALS,1.581,575
JAPAN AVIATION ELECTRONICS INDUSTRY,1.582,7995
ZETA GLOBAL HOLDINGS CORP.,1.584,1434
BEIJING SPC ENVIRONMENT PROTECTION TECH,1.577,NAN
CENTURY ALUMINUM COMPANY,1.581,2512
DALIAN ZEUS ENTERTAINMENT,1.581,NAN
PT. MNC STUDIOS INTERNATIONAL,1.577,NAN
"FORGEROCK, INC.",1.580,758
"VIVINT SMART HOME, INC.",1.570,NAN
ZHOU HEI YA INTERNATIONAL HOLDINGS COMPANY,1.566,NAN
ZYDUS WELLNESS,1.573,222
YECHIU METAL RECYCLING (CHINA) LTD.,1.566,NAN
YANBU CEMENT COMPANY,1.569,NAN
ST.MODWEN PROPERTIES,NAN,NAN
LUXIN VENTURE CAPITAL GROUP,1.572,NAN
"XINJIANG BA YI IRON & STEEL CO.,LTD.",1.566,NAN
MINMETALS DEVELOPMENT,1.565,NAN
DOOSAN CORPORATION,1.567,NAN
"JIANGSU SIDIKE NEW MATERIALS SCIENCE & TECHNOLOGY CO., LTD.",1.567,NAN
UNIPAR CARBOCLORO,1.566,NAN
CARPENTER TECHNOLOGY CORPORATION,1.565,3900
ITALMOBILIARE,1.566,NAN
CREDIT CORP GROUP,1.566,NAN
"SUWEN ELECTRIC ENERGY TECHNOLOGY CO.,LTD.",1.572,NAN
YIPINHONG PHARMACEUTICAL,1.571,NAN
NANJING TANKER CORPORATION,1.574,NAN
GULFPORT ENERGY CORPORATION,1.571,212
YULON MOTOR COMPANY,1.566,NAN
"HANG XIAO STEEL STRUCTURE CO., LTD.",1.573,NAN
LIAONING WELLHOPE AGRI-TECH JOINT STOCK,1.566,NAN
XENON PHARMACEUTICALS,1.573,NAN
GUANGZHOU R&F PROPERTIES,1.559,NAN
"ERASCA, INC.",1.563,102
NANOSTRING TECHNOLOGIES,1.560,766
ENEL GENERACION CHILE,1.561,NAN
SHRIRAM CITY UNION FINANCE,1.560,27267
TABOOLA.COM LTD.,1.563,NAN
MONEYSUPERMARKET.COM GROUP,1.563,NAN
NOEVIR HOLDINGS,1.564,1507
COSTAMARE,1.563,NAN
SICHUAN HAITE HIGH-TECH,1.562,NAN
HEINEKEN MALAYSIA BERHAD,1.558,NAN
MEITEC CORPORATION,1.555,11010
CHINA HARZONE INDUSTRY LTD,1.562,NAN
FRONTLINE,1.558,NAN
STRATASYS,1.559,NAN
CNX MIDSTREAM PARTNERS LP,NAN,NAN
VERITIV CORPORATION,1.563,6100
"SHENZHEN XINHAO PHOTOELECTRICITY TECHNOLOGY CO.,LTD",1.563,NAN
HUNAN KAIMEITE GASES,1.556,NAN
ALPHA GROUP,1.555,NAN
AEROVIRONMENT,1.552,1223
NIPPON REIT INVESTMENT CORPORATION,1.554,NAN
SKYCITY ENTERTAINMENT GROUP,1.545,3817
TRUSTPOWER,1.551,NAN
JAPAN EXCELLENT,1.548,NAN
KANDENKO,1.550,10003
ROSBANK,1.552,NAN
FOCUS LIGHTINGS TECH,1.550,NAN
COVEO,NAN,NAN
DEPOSIT SOLUTIONS,NAN,NAN
VINTED,NAN,NAN
WHEELS UP,NAN,2171
MORGAN SINDALL GROUP,1.548,NAN
BAYWA,1.554,18831
NUVEEN S&P 500 BUY-WRITE INCOME FUND,1.552,NAN
NONGSHIM,1.553,NAN
UNITED DEVELOPMENT COMPANY,1.550,NAN
BILLION INDUSTRIAL HOLDINGS,1.546,NAN
ARBONIA AG,1.546,NAN
AMBER ENTERPRISES INDIA,1.549,4642
CENTERSPACE,1.549,NAN
HYTERA COMMUNICATIONS CORPORATION,1.548,NAN
KOWLOON DEVELOPMENT COMPANY,1.551,NAN
THE BANCORP,1.554,68796
QINGHAI HUZHU BARLEY WINE,1.551,NAN
GENIMOUS TECHNOLOGY,1.552,NAN
BAODING TIANWEI BAOBIAN ELECTRIC,1.552,NAN
"HAINAN HULUWA PHARMACEUTICAL GROUP CO., LTD.",1.550,NAN
SHANGHAI YAOJI TECHNOLOGY,1.547,NAN
FUJIAN BOSS SOFTWARE,1.551,NAN
LATITUDE GROUP HOLDINGS LIMITED,1.551,NAN
"VERVE THERAPEUTICS, INC.",1.544,NAN
ESTABLISHMENT LABS HOLDINGS,1.542,NAN
GREATEK ELECTRONICS,1.544,NAN
HBIS RESOURCES,1.543,NAN
FIRST PACIFIC COMPANY,1.536,NAN
BANPU POWER PUBLIC COMPANY,1.539,NAN
GUANGZHOU KDT MACHINERY,1.537,NAN
TAKASHIMAYA COMPANY,1.543,7696
SHENZHEN WOER HEAT-SHRINKABLE MATERIAL,1.542,NAN
LIAONING OXIRANCHEM,1.542,NAN
"SHANGHAI LILY&BEAUTY COSMETICS CO.,LTD.",1.543,NAN
AIFUL CORPORATION,1.536,2113
LEEDARSON IOT TECHNOLOGY INC.,1.536,NAN
TIVO CORPORATION,NAN,NAN
ADDNODE GROUP AB (PUBL),1.540,NAN
FRASER AND NEAVE,1.543,NAN
WAFER WORKS CORPORATION,1.537,NAN
ALLMED MEDICAL PRODUCTS CO. LTD,1.543,NAN
SHANGHAI KINDLY ENTERPRISE DEVELOPMENT GROUP,1.543,NAN
GUANGDONG YIZUMI PRECISION MACHINERY,1.540,NAN
GUANFU HOLDING,1.544,NAN
TIANRUN CRANKSHAFT,1.541,NAN
JIANGSU ZONGYI,1.544,NAN
HENGXIN SHAMBALA CULTURE,1.540,NAN
"P10, INC.",1.535,NAN
LYELL IMMUNOPHARMA,1.534,NAN
HYOSUNG CORPORATION,1.533,NAN
NANTEX INDUSTRY,1.533,NAN
SHANGHAI HENLIUS BIOTECH,1.533,NAN
SSY GROUP,1.533,4700
POYA INTERNATIONAL,1.526,NAN
AVIC SANXIN,1.530,NAN
TRUSCO NAKAYAMA CORPORATION,1.529,2786
REDEFINE PROPERTIES,1.534,NAN
